TreeID,iTreeSpecies,DBH,iTreeDate,StructuralValue_dol,C_Storage_lb,C_Storage_Dol,Gross_C_Seq_lb,Gross_C_Seq_Dol,AvoidedRunoff_cubft,AvoidedRunoff_Dol,C_Avoided_lbyr,C_Avoided_dolyr,Poll_Removal_ozyr,Poll_Removal_dolyr,EnergySavings_dolyr,TotalAnnualBenefits_dolyr
418,Kentucky coffeetree,4.8,3/29/2019,328.86,59.3,5.06,4.7,0.4,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.64
419,silverbell spp,2,3/29/2019,50.19,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
420,silverbell spp,2,3/29/2019,50.19,6.9,0.59,1.4,0.12,2.1,0.14,N/A,N/A,0.6,0.17,N/A,0.42
421,Northern red oak,10.8,3/29/2019,1991.64,448.9,38.28,16,1.36,26,1.74,N/A,N/A,7.8,2.08,N/A,5.18
422,Sassafras,1.8,3/29/2019,50.19,5.6,0.48,1.2,0.1,2,0.13,N/A,N/A,0.6,0.16,N/A,0.39
423,American beech,1,3/29/2019,61.17,2.4,0.2,0.9,0.08,3.4,0.23,N/A,N/A,1,0.27,N/A,0.58
424,River birch,7.2,3/29/2019,739.94,175.9,15,9.5,0.81,12.6,0.84,N/A,N/A,3.8,1.01,N/A,2.66
425,Umbrella magnolia,1,3/29/2019,50.98,1.4,0.12,0.6,0.05,1.8,0.12,N/A,N/A,0.6,0.15,N/A,0.32
426,Sugar maple,6.8,3/29/2019,618.75,182.1,15.53,9.8,0.84,19.9,1.33,N/A,N/A,6,1.59,N/A,3.75
428,American elm,12.8,3/29/2019,2126.81,518.6,44.23,15.3,1.31,44.6,2.98,N/A,N/A,13.4,3.57,N/A,7.85
430,Bur oak,6.6,3/29/2019,699.47,118,10.06,7.1,0.6,9.7,0.65,N/A,N/A,2.9,0.77,N/A,2.02
431,Bur oak,5.3,3/29/2019,451.06,68.3,5.82,5.1,0.44,6.7,0.45,N/A,N/A,2,0.54,N/A,1.42
432,Kentucky coffeetree,5,3/29/2019,356.84,65.4,5.58,4.9,0.42,9,0.6,N/A,N/A,2.7,0.72,N/A,1.75
433,Bur oak,5.7,3/29/2019,521.71,81.9,6.98,5.7,0.49,7.6,0.51,N/A,N/A,2.3,0.61,N/A,1.61
434,Chestnut oak,6,3/29/2019,565.23,120,10.24,8.2,0.7,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.22
437,Eastern redbud,5,3/29/2019,274.45,65.4,5.58,4.9,0.42,7.9,0.53,N/A,N/A,2.4,0.63,N/A,1.59
438,Eastern redbud,6,3/29/2019,395.21,101.6,8.66,6.4,0.54,10.1,0.68,N/A,N/A,3,0.81,N/A,2.03
442,Northern catalpa,8.6,3/29/2019,1213.33,240.3,20.49,10.5,0.9,15,1,N/A,N/A,4.5,1.2,N/A,3.1
443,Red buckeye,3,3/29/2019,72.26,19.3,1.64,2.4,0.21,5.9,0.4,N/A,N/A,1.8,0.48,N/A,1.08
444,Honeylocust,2.8,3/29/2019,111.9,15.8,1.35,2.2,0.18,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.52
445,Pawpaw,1,3/29/2019,50.19,1.5,0.12,0.6,0.05,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.31
447,Common persimmon,3.3,3/29/2019,119.55,23.4,2,2.7,0.23,4.1,0.27,N/A,N/A,1.2,0.33,N/A,0.83
448,Northern white cedar,4,3/29/2019,171.28,22.9,1.95,1.6,0.13,2,0.14,N/A,N/A,0.6,0.16,N/A,0.43
449,Sweetgum,6.8,3/29/2019,618.75,128.7,10.98,5.6,0.47,9.4,0.63,N/A,N/A,2.8,0.75,N/A,1.85
450,Common chokecherry,2.6,3/29/2019,60.31,14.9,1.27,2.3,0.19,2.8,0.18,N/A,N/A,0.8,0.22,N/A,0.6
451,Bur oak,3.1,3/29/2019,154.31,17.9,1.53,2.3,0.2,3.2,0.22,N/A,N/A,1,0.26,N/A,0.68
452,Northern catalpa,7.2,3/29/2019,369.97,156.4,13.34,8.2,0.7,11.8,0.79,N/A,N/A,3.5,0.94,N/A,2.43
453,Eastern redbud,2.6,3/29/2019,74.21,13.5,1.15,2,0.17,3.8,0.25,N/A,N/A,1.1,0.3,N/A,0.72
454,Northern white cedar,5,3/29/2019,267.63,34.9,2.98,2,0.17,2.7,0.18,N/A,N/A,0.8,0.21,N/A,0.56
455,Northern catalpa,8.8,3/29/2019,1238.3,254,21.66,10.9,0.93,15.5,1.03,N/A,N/A,4.7,1.24,N/A,3.2
456,Kentucky coffeetree,7.9,3/29/2019,890.81,197.5,16.85,9.4,0.8,17.3,1.16,N/A,N/A,5.2,1.39,N/A,3.35
457,White oak,4,3/29/2019,256.92,36.3,3.09,3.7,0.31,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.89
458,River birch,7.3,3/29/2019,760.63,182,15.52,9.7,0.83,12.8,0.86,N/A,N/A,3.9,1.02,N/A,2.71
459,Common persimmon,4.2,3/29/2019,193.65,42.1,3.59,3.8,0.33,5.9,0.39,N/A,N/A,1.8,0.47,N/A,1.19
461,Northern catalpa,15.9,3/29/2019,2496.52,1064.4,90.77,25.3,2.16,31.1,2.08,N/A,N/A,9.4,2.49,N/A,6.73
462,Eastern redbud,6.7,3/29/2019,492.81,132.6,11.31,7.5,0.64,11.8,0.79,N/A,N/A,3.6,0.95,N/A,2.38
463,Bigleaf magnolia,3.1,3/29/2019,107.16,20.6,1.75,2.5,0.22,5.8,0.39,N/A,N/A,1.7,0.46,N/A,1.06
465,Eastern redbud,1,3/29/2019,50.19,1.4,0.12,0.6,0.05,2,0.13,N/A,N/A,0.6,0.16,N/A,0.34
466,Eastern redbud,1,3/29/2019,50.19,1.4,0.12,0.6,0.05,2,0.13,N/A,N/A,0.6,0.16,N/A,0.34
467,Eastern redbud,6,3/29/2019,395.21,101.6,8.66,6.4,0.54,10.1,0.68,N/A,N/A,3,0.81,N/A,2.03
468,Pawpaw,3.6,3/29/2019,142.28,30.5,2.6,3.2,0.27,5.7,0.38,N/A,N/A,1.7,0.46,N/A,1.11
470,American sycamore,6.5,3/29/2019,527.67,125.6,10.71,7.2,0.62,18.1,1.21,N/A,N/A,5.4,1.45,N/A,3.27
471,Black cherry,6.8,3/29/2019,330,161.4,13.77,9.2,0.79,11.8,0.79,N/A,N/A,3.6,0.94,N/A,2.52
473,Swamp white oak,8,3/29/2019,1027.69,222,18.93,10.8,0.92,13.5,0.9,N/A,N/A,4.1,1.08,N/A,2.9
474,Shingle oak,7.4,3/29/2019,781.61,182.5,15.56,9.6,0.82,11.8,0.79,N/A,N/A,3.6,0.95,N/A,2.55
475,Pawpaw,2.8,3/29/2019,86.07,16.7,1.42,2.3,0.19,4.2,0.28,N/A,N/A,1.3,0.33,N/A,0.81
477,American beech,2,3/29/2019,61.17,11.5,0.98,2.2,0.18,5.9,0.4,N/A,N/A,1.8,0.47,N/A,1.05
478,Eastern hemlock,3.1,3/29/2019,128.59,16.6,1.42,1.7,0.15,3.3,0.22,N/A,N/A,1,0.26,N/A,0.63
479,Bigleaf magnolia,1.6,3/29/2019,50.98,4.3,0.36,1,0.09,2.9,0.19,N/A,N/A,0.9,0.23,N/A,0.51
480,Red buckeye,6,3/29/2019,289.04,102.2,8.72,6.4,0.55,16.1,1.08,N/A,N/A,4.9,1.29,N/A,2.91
481,Yellowwood,7.1,3/29/2019,553.41,152.6,13.01,8.1,0.69,12.9,0.86,N/A,N/A,3.9,1.03,N/A,2.58
482,Eastern redbud,1.4,3/29/2019,50.19,3.1,0.26,0.9,0.07,2.4,0.16,N/A,N/A,0.7,0.19,N/A,0.42
483,Bigleaf magnolia,2.7,3/29/2019,81.29,14.8,1.26,2.1,0.18,5,0.33,N/A,N/A,1.5,0.4,N/A,0.91
484,White oak,7.7,3/29/2019,952.06,187.6,15.99,9.7,0.83,11.2,0.75,N/A,N/A,3.4,0.89,N/A,2.47
485,Cucumber tree,4.1,3/29/2019,224.94,40.1,3.42,3.7,0.32,7.9,0.53,N/A,N/A,2.4,0.63,N/A,1.48
486,Pin oak,8.7,3/29/2019,1309.62,273.4,23.32,12.2,1.04,15.9,1.06,N/A,N/A,4.8,1.27,N/A,3.38
487,Common persimmon,6.8,3/29/2019,507.63,136,11.6,7.6,0.64,13,0.87,N/A,N/A,3.9,1.04,N/A,2.55
488,Boxelder,1,3/29/2019,24.47,2.1,0.18,0.8,0.07,1.9,0.13,N/A,N/A,0.6,0.15,N/A,0.34
489,Eastern redbud,4.3,3/29/2019,202.99,45.5,3.88,4,0.34,6.5,0.44,N/A,N/A,2,0.52,N/A,1.3
490,Eastern redbud,4.9,3/29/2019,263.59,62.3,5.31,4.8,0.41,7.7,0.51,N/A,N/A,2.3,0.61,N/A,1.54
492,Bur oak,4,3/29/2019,256.92,33.9,2.89,3.4,0.29,4.5,0.3,N/A,N/A,1.4,0.36,N/A,0.95
493,Eastern redbud,5.4,3/29/2019,320.12,78.8,6.72,5.5,0.47,8.7,0.58,N/A,N/A,2.6,0.7,N/A,1.75
495,Eastern redbud,5,3/29/2019,274.45,65.4,5.58,4.9,0.42,7.9,0.53,N/A,N/A,2.4,0.63,N/A,1.59
496,Green ash,4.5,3/29/2019,270.97,50.6,4.31,3.2,0.27,6.9,0.46,N/A,N/A,2.1,0.55,N/A,1.29
497,Boxelder,3.8,3/29/2019,77.29,43.5,3.71,4,0.34,5.9,0.4,N/A,N/A,1.8,0.48,N/A,1.21
498,Boxelder,4.5,3/29/2019,108.39,63.7,5.44,4.9,0.42,7.5,0.5,N/A,N/A,2.2,0.6,N/A,1.51
499,Eastern redbud,5.5,3/29/2019,332.09,82.3,7.02,5.7,0.48,9,0.6,N/A,N/A,2.7,0.72,N/A,1.8
500,Tulip tree,4.9,3/29/2019,214.19,51.2,4.37,4,0.34,12.1,0.81,N/A,N/A,3.6,0.96,N/A,2.11
505,Bitternut hickory,2.6,3/29/2019,72.37,12.2,1.04,1.9,0.17,3.1,0.21,N/A,N/A,0.9,0.25,N/A,0.62
508,Chestnut oak,6.6,3/29/2019,683.93,153.5,13.09,9.6,0.81,11.7,0.78,N/A,N/A,3.5,0.93,N/A,2.53
509,Chestnut oak,2.9,3/29/2019,132.04,18.4,1.57,2.7,0.23,4.5,0.3,N/A,N/A,1.4,0.36,N/A,0.89
511,White oak,4.1,3/29/2019,269.93,38.6,3.29,3.8,0.32,4,0.27,N/A,N/A,1.2,0.32,N/A,0.91
512,Red maple,5.3,3/29/2019,375.88,82.2,7.01,5.9,0.5,11,0.74,N/A,N/A,3.3,0.88,N/A,2.12
513,Common chokecherry,3.6,3/29/2019,115.61,32.9,2.8,3.6,0.31,4.1,0.28,N/A,N/A,1.2,0.33,N/A,0.91
514,Osage orange,3,3/29/2019,98.8,18.8,1.6,2.4,0.2,5.4,0.36,N/A,N/A,1.6,0.43,N/A,1
515,White oak,2.6,3/29/2019,108.55,12.3,1.05,1.9,0.17,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.5
516,Common chokecherry,2.9,3/29/2019,75.02,19.4,1.65,2.6,0.23,3.2,0.21,N/A,N/A,0.9,0.25,N/A,0.69
517,Chestnut oak,3.7,3/29/2019,214.94,34.5,2.94,3.9,0.33,5.9,0.39,N/A,N/A,1.8,0.47,N/A,1.2
519,Chestnut oak,5.1,3/29/2019,408.38,79,6.73,6.4,0.55,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.8
522,Eastern redbud,2.6,3/29/2019,74.21,13.5,1.15,2,0.17,3.8,0.25,N/A,N/A,1.1,0.3,N/A,0.72
523,Chestnut oak,5.6,3/29/2019,492.38,100.5,8.57,7.4,0.63,9.5,0.63,N/A,N/A,2.9,0.76,N/A,2.02
525,Pignut hickory,2.8,3/29/2019,83.93,14.7,1.25,2.2,0.18,3.6,0.24,N/A,N/A,1.1,0.29,N/A,0.72
530,Bitternut hickory,4,3/29/2019,171.28,36.2,3.09,3.7,0.31,5.5,0.37,N/A,N/A,1.7,0.44,N/A,1.12
531,Bur oak,5.1,3/29/2019,417.66,62,5.29,4.9,0.41,6.4,0.42,N/A,N/A,1.9,0.51,N/A,1.35
532,Bitternut hickory,3.1,3/29/2019,102.88,19,1.62,2.5,0.21,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.79
533,Bitternut hickory,3.2,3/29/2019,109.62,20.6,1.76,2.6,0.23,4,0.27,N/A,N/A,1.2,0.32,N/A,0.82
534,Bitternut hickory,1,3/29/2019,48.94,1.1,0.09,0.5,0.04,1,0.07,N/A,N/A,0.3,0.08,N/A,0.19
540,Shagbark hickory,1,3/29/2019,65.25,1.1,0.09,0.5,0.04,1.4,0.1,N/A,N/A,0.4,0.11,N/A,0.25
541,Bur oak,6,3/29/2019,578.07,93,7.93,6.2,0.53,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.74
542,Bitternut hickory,4,3/29/2019,171.28,36.2,3.09,3.7,0.31,5.5,0.37,N/A,N/A,1.7,0.44,N/A,1.12
550,White oak,3.2,3/29/2019,164.43,20.7,1.77,2.6,0.22,2.9,0.19,N/A,N/A,0.9,0.23,N/A,0.65
551,Common persimmon,4.1,3/29/2019,184.54,39.7,3.38,3.7,0.31,5.7,0.38,N/A,N/A,1.7,0.45,N/A,1.15
552,Red maple,5.5,3/29/2019,404.79,89.7,7.65,6.2,0.52,11.7,0.78,N/A,N/A,3.5,0.93,N/A,2.24
553,Osage orange,1,3/29/2019,50.19,1.4,0.12,0.5,0.05,0.9,0.06,N/A,N/A,0.3,0.07,N/A,0.17
554,Shumard oak,2.1,3/29/2019,71.78,7.8,0.67,1.5,0.13,2.2,0.15,N/A,N/A,0.7,0.17,N/A,0.45
555,oak spp,1.2,3/29/2019,65.25,2,0.17,0.7,0.06,1.4,0.1,N/A,N/A,0.4,0.12,N/A,0.27
556,Chestnut oak,6,3/29/2019,565.23,120,10.24,8.2,0.7,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.22
557,Baldcypress,8,3/29/2019,913.5,114.8,9.79,4.9,0.42,12.6,0.84,N/A,N/A,3.8,1.01,N/A,2.27
558,Chestnut oak,5.2,3/29/2019,424.55,83,7.08,6.6,0.56,8.7,0.58,N/A,N/A,2.6,0.7,N/A,1.84
560,White oak,6.7,3/29/2019,720.83,132.3,11.28,7.9,0.67,8.8,0.59,N/A,N/A,2.6,0.7,N/A,1.96
562,Honeylocust,8.2,3/29/2019,1188.37,211,18,9.8,0.83,10.3,0.69,N/A,N/A,3.1,0.82,N/A,2.34
563,Eastern redbud,3.5,3/29/2019,134.48,27.7,2.36,3,0.26,5.1,0.34,N/A,N/A,1.5,0.41,N/A,1.01
565,Honeylocust,6.4,3/29/2019,584.64,115.9,9.88,6.9,0.59,7.7,0.51,N/A,N/A,2.3,0.61,N/A,1.71
566,Northern red oak,5.9,3/29/2019,558.97,103.3,8.81,6.8,0.58,10.5,0.7,N/A,N/A,3.2,0.84,N/A,2.12
567,Black walnut,5.6,3/29/2019,335.71,86.1,7.34,5.8,0.49,15.6,1.04,N/A,N/A,4.7,1.24,N/A,2.78
568,Black tupelo,1.3,3/29/2019,65.25,2.4,0.21,0.8,0.06,1.9,0.13,N/A,N/A,0.6,0.16,N/A,0.35
569,White oak,4.5,3/29/2019,325.17,48.7,4.15,4.4,0.37,4.6,0.31,N/A,N/A,1.4,0.37,N/A,1.05
570,Bitternut hickory,4.2,3/29/2019,188.84,41,3.5,4,0.34,5.9,0.4,N/A,N/A,1.8,0.48,N/A,1.21
571,Bitternut hickory,7.3,3/29/2019,570.47,166,14.15,9.1,0.78,13.7,0.91,N/A,N/A,4.1,1.09,N/A,2.79
572,Boxelder,2.6,3/29/2019,36.18,18.5,1.57,2.5,0.21,3.8,0.26,N/A,N/A,1.2,0.31,N/A,0.78
573,Red maple,5.6,3/29/2019,419.64,93.6,7.99,6.3,0.54,11.9,0.79,N/A,N/A,3.6,0.95,N/A,2.28
574,dogwood spp,3,3/29/2019,98.8,19.6,1.67,2.5,0.21,4.6,0.31,N/A,N/A,1.4,0.37,N/A,0.89
575,Green hawthorn,4.8,3/29/2019,252.94,57.3,4.89,4.6,0.39,4,0.27,N/A,N/A,1.2,0.32,N/A,0.97
576,Green ash,9.8,3/29/2019,1572.89,260.1,22.18,7.7,0.66,22.5,1.5,N/A,N/A,6.8,1.8,N/A,3.96
577,dogwood spp,2.8,3/29/2019,86.07,16.6,1.41,2.3,0.2,4.3,0.29,N/A,N/A,1.3,0.34,N/A,0.82
583,Shagbark hickory,2.2,3/29/2019,69.08,8,0.68,1.5,0.13,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.47
584,Cockspur hawthorn,3,3/29/2019,98.8,18.6,1.59,2.4,0.2,2.6,0.18,N/A,N/A,0.8,0.21,N/A,0.59
585,American sycamore,9.6,3/29/2019,1495.44,321.8,27.44,12.6,1.07,33.7,2.25,N/A,N/A,10.1,2.69,N/A,6.01
586,White oak,6,3/29/2019,578.07,100.3,8.55,6.7,0.57,7.2,0.48,N/A,N/A,2.2,0.58,N/A,1.63
587,Bitternut hickory,6.7,3/29/2019,480.55,133.6,11.39,8,0.68,11.9,0.8,N/A,N/A,3.6,0.95,N/A,2.43
589,Honeylocust,10,3/29/2019,1658.45,341.1,29.09,12.9,1.1,12.6,0.84,N/A,N/A,3.8,1.01,N/A,2.95
590,Bitternut hickory,4.4,3/29/2019,207.25,46.1,3.93,4.3,0.36,6.4,0.43,N/A,N/A,1.9,0.51,N/A,1.3
591,Green hawthorn,4.6,3/29/2019,232.3,51.8,4.41,4.3,0.37,3.8,0.26,N/A,N/A,1.2,0.31,N/A,0.93
592,American sycamore,9.4,3/29/2019,1447.73,305.8,26.08,12.2,1.04,32.5,2.17,N/A,N/A,9.8,2.6,N/A,5.81
593,Bitternut hickory,5.6,3/29/2019,335.71,84.9,7.24,6.1,0.52,9.1,0.61,N/A,N/A,2.7,0.72,N/A,1.85
594,White oak,4,3/29/2019,256.92,36.3,3.09,3.7,0.31,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.89
595,Common persimmon,3.5,3/29/2019,134.48,27,2.3,2.9,0.25,4.5,0.3,N/A,N/A,1.4,0.36,N/A,0.91
596,Shagbark hickory,1.3,3/29/2019,65.25,2.1,0.18,0.7,0.06,1.6,0.11,N/A,N/A,0.5,0.13,N/A,0.3
597,Pignut hickory,3.5,3/29/2019,131.14,25.8,2.2,3,0.26,4.9,0.33,N/A,N/A,1.5,0.39,N/A,0.97
598,Pignut hickory,3.6,3/29/2019,138.74,27.7,2.37,3.2,0.27,5.1,0.34,N/A,N/A,1.5,0.4,N/A,1.01
599,Red maple,4.1,3/29/2019,224.94,44.8,3.82,4.1,0.35,7.6,0.51,N/A,N/A,2.3,0.61,N/A,1.47
600,Common linden,5.8,3/29/2019,410.14,62.9,5.36,4.1,0.35,8.5,0.57,N/A,N/A,2.6,0.68,N/A,1.59
601,Bitternut hickory,5.4,3/29/2019,312.16,77.4,6.6,5.8,0.49,8.6,0.58,N/A,N/A,2.6,0.69,N/A,1.76
602,Bur oak,7.2,3/29/2019,832.43,146.5,12.5,8.1,0.69,11.3,0.76,N/A,N/A,3.4,0.9,N/A,2.35
603,Northern pin oak,1.9,3/29/2019,65.25,6.1,0.52,1.3,0.11,2,0.13,N/A,N/A,0.6,0.16,N/A,0.4
604,Scarlet oak,0.5,3/29/2019,65.25,0.2,0.02,0.2,0.02,1.3,0.09,N/A,N/A,0.4,0.1,N/A,0.21
605,Bur oak,8.2,3/29/2019,1194.18,202.7,17.28,9.8,0.83,14.2,0.95,N/A,N/A,4.3,1.14,N/A,2.92
606,Common linden,6.8,3/29/2019,563.75,91.5,7.8,5,0.43,11,0.73,N/A,N/A,3.3,0.88,N/A,2.04
607,Common persimmon,5.6,3/29/2019,344.27,84.8,7.23,5.7,0.49,9.4,0.63,N/A,N/A,2.8,0.75,N/A,1.87
608,Blue ash,5,3/29/2019,312.23,67.5,5.76,4.6,0.4,7.4,0.49,N/A,N/A,2.2,0.59,N/A,1.48
609,Bur oak,6,3/29/2019,578.07,93,7.93,6.2,0.53,8.3,0.55,N/A,N/A,2.5,0.66,N/A,1.74
610,Shagbark hickory,2.6,3/29/2019,96.49,12.2,1.04,1.9,0.17,2.6,0.17,N/A,N/A,0.8,0.21,N/A,0.55
611,Northern red oak,5.1,3/29/2019,417.66,72.5,6.19,5.5,0.47,8.4,0.56,N/A,N/A,2.5,0.67,N/A,1.71
612,Pignut hickory,2.1,3/29/2019,48.94,7.1,0.61,1.4,0.12,2.5,0.17,N/A,N/A,0.8,0.2,N/A,0.49
613,Red buckeye,3,3/29/2019,72.26,19.3,1.64,2.4,0.21,5.9,0.4,N/A,N/A,1.8,0.48,N/A,1.08
614,Pignut hickory,2,3/29/2019,48.94,6.3,0.53,1.3,0.11,2.4,0.16,N/A,N/A,0.7,0.19,N/A,0.46
620,Bur oak,3.1,3/29/2019,154.31,17.9,1.53,2.3,0.2,3.2,0.22,N/A,N/A,1,0.26,N/A,0.68
621,Northern hackberry,5.3,3/29/2019,350.82,75.4,6.43,5.4,0.46,11.2,0.75,N/A,N/A,3.4,0.89,N/A,2.1
622,White oak,4.6,3/29/2019,339.78,51.5,4.39,4.5,0.38,4.7,0.32,N/A,N/A,1.4,0.38,N/A,1.08
623,White oak,3.8,3/29/2019,231.87,31.9,2.72,3.4,0.29,3.6,0.24,N/A,N/A,1.1,0.29,N/A,0.82
624,Cockspur hawthorn,2.4,3/29/2019,63.23,10.9,0.93,1.8,0.15,2.2,0.15,N/A,N/A,0.7,0.17,N/A,0.47
625,Bur oak,5.6,3/29/2019,503.57,78.3,6.68,5.6,0.47,7.4,0.49,N/A,N/A,2.2,0.59,N/A,1.56
626,White ash,6,3/29/2019,449.61,116.1,9.9,7.3,0.62,9.9,0.66,N/A,N/A,3,0.8,N/A,2.08
627,Honeylocust,5.5,3/29/2019,431.77,80.4,6.86,5.6,0.47,6.4,0.42,N/A,N/A,1.9,0.51,N/A,1.41
628,Black locust,7.2,3/29/2019,369.97,160.4,13.68,8.4,0.71,13.3,0.89,N/A,N/A,4,1.07,N/A,2.67
629,Black locust,7.7,3/29/2019,423.14,188.8,16.1,9.2,0.78,14.7,0.98,N/A,N/A,4.4,1.17,N/A,2.94
630,Common linden,5.6,3/29/2019,382.34,57.9,4.93,3.9,0.33,8.1,0.54,N/A,N/A,2.4,0.65,N/A,1.52
631,Shingle oak,5.6,3/29/2019,447.62,90.6,7.73,6.3,0.54,7.4,0.49,N/A,N/A,2.2,0.59,N/A,1.62
632,Northern hackberry,8.7,3/29/2019,1288.65,250.5,21.36,10.8,0.92,25.8,1.72,N/A,N/A,7.8,2.06,N/A,4.71
634,Chestnut oak,7,3/29/2019,769.34,178.6,15.23,10.5,0.89,12.5,0.83,N/A,N/A,3.8,1,N/A,2.72
636,American sycamore,7.8,3/29/2019,759.85,194.9,16.62,9.4,0.8,24.1,1.61,N/A,N/A,7.3,1.93,N/A,4.34
637,Pin oak,6.3,3/29/2019,566.51,121.6,10.37,7.5,0.64,9.6,0.64,N/A,N/A,2.9,0.77,N/A,2.05
639,Kentucky coffeetree,6.4,3/29/2019,584.64,118.8,10.13,7,0.6,12.7,0.85,N/A,N/A,3.8,1.02,N/A,2.47
640,Bur oak,3.9,3/29/2019,244.24,31.8,2.71,3.3,0.28,4.3,0.29,N/A,N/A,1.3,0.35,N/A,0.92
641,Eastern redbud,2,3/29/2019,50.19,7.2,0.61,1.4,0.12,3,0.2,N/A,N/A,0.9,0.24,N/A,0.56
642,Green ash,7.7,3/29/2019,793.38,156.8,13.37,5.8,0.5,15.7,1.05,N/A,N/A,4.7,1.26,N/A,2.81
643,Honeylocust,10.1,3/29/2019,1687.29,349.5,29.8,13.1,1.12,12.7,0.85,N/A,N/A,3.8,1.02,N/A,2.99
644,Shumard oak,4.1,3/29/2019,263.93,41.5,3.54,4,0.34,4.6,0.31,N/A,N/A,1.4,0.37,N/A,1.02
645,Shumard oak,2.2,3/29/2019,75.99,8.8,0.75,1.6,0.14,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.47
647,Honeylocust,5.6,3/29/2019,447.62,84,7.16,5.7,0.49,6.5,0.43,N/A,N/A,2,0.52,N/A,1.44
648,Black locust,6.8,3/29/2019,330,139.6,11.9,7.7,0.66,12.2,0.81,N/A,N/A,3.7,0.97,N/A,2.45
649,American sycamore,6.2,3/29/2019,480.09,112,9.55,6.8,0.58,16.8,1.12,N/A,N/A,5.1,1.34,N/A,3.05
651,American sycamore,4.2,3/29/2019,220.31,43.9,3.74,3.9,0.34,9.3,0.62,N/A,N/A,2.8,0.75,N/A,1.7
653,Tulip tree,10.3,3/29/2019,1519.35,303.5,25.88,11.2,0.95,41.8,2.8,N/A,N/A,12.6,3.35,N/A,7.09
654,Eastern redbud,2.7,3/29/2019,80.03,14.8,1.26,2.1,0.18,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.75
655,Boxelder,2.6,3/29/2019,36.18,18.5,1.57,2.5,0.21,3.8,0.26,N/A,N/A,1.2,0.31,N/A,0.78
656,American sycamore,6.1,3/29/2019,464.73,107.7,9.19,6.6,0.57,16.4,1.09,N/A,N/A,4.9,1.31,N/A,2.97
657,Eastern redbud,3.1,3/29/2019,105.5,20.7,1.76,2.5,0.22,4.5,0.3,N/A,N/A,1.3,0.36,N/A,0.87
658,Black tupelo,1.2,3/29/2019,65.25,2,0.17,0.7,0.06,1.8,0.12,N/A,N/A,0.5,0.14,N/A,0.32
659,Eastern cottonwood,8.9,3/29/2019,1278.28,199.7,17.03,8.8,0.75,18.7,1.25,N/A,N/A,5.6,1.5,N/A,3.5
660,Eastern redbud,2.5,3/29/2019,68.61,12.3,1.05,1.9,0.16,3.6,0.24,N/A,N/A,1.1,0.29,N/A,0.69
662,Eastern redbud,3.1,3/29/2019,105.5,20.7,1.76,2.5,0.22,4.5,0.3,N/A,N/A,1.3,0.36,N/A,0.87
663,Bur oak,2.9,3/29/2019,135.04,15.2,1.3,2.1,0.18,3,0.2,N/A,N/A,0.9,0.24,N/A,0.63
665,Tulip tree,4.1,3/29/2019,149.96,33.4,2.85,3.1,0.27,9.3,0.62,N/A,N/A,2.8,0.74,N/A,1.63
666,Eastern redbud,3.1,3/29/2019,105.5,20.7,1.76,2.5,0.22,4.5,0.3,N/A,N/A,1.3,0.36,N/A,0.87
667,Eastern redbud,2.3,3/29/2019,58.07,10.1,0.86,1.7,0.14,3.4,0.23,N/A,N/A,1,0.27,N/A,0.64
668,Black tupelo,1.3,3/29/2019,65.25,2.4,0.21,0.8,0.06,1.9,0.13,N/A,N/A,0.6,0.16,N/A,0.35
674,Sugar maple,1,3/29/2019,61.17,2.2,0.19,0.9,0.07,1.8,0.12,N/A,N/A,0.6,0.15,N/A,0.34
675,Honeylocust,2,3/29/2019,65.25,7,0.6,1.4,0.12,1.2,0.08,N/A,N/A,0.4,0.09,N/A,0.29
676,White oak,20,3/29/2019,6565.89,2058.1,175.51,40.6,3.46,38.1,2.55,N/A,N/A,11.5,3.05,N/A,9.06
680,Eastern white pine,1.5,3/29/2019,65.25,2.3,0.19,0.5,0.04,1.1,0.08,N/A,N/A,0.3,0.09,N/A,0.21
681,White oak,5.3,3/29/2019,451.06,73.5,6.26,5.6,0.47,5.9,0.4,N/A,N/A,1.8,0.47,N/A,1.34
682,Black oak,2.9,3/29/2019,120.04,19.5,1.66,2.8,0.24,2.5,0.17,N/A,N/A,0.8,0.2,N/A,0.61
684,Blue ash,3.6,3/29/2019,161.86,32,2.73,3,0.26,4.5,0.3,N/A,N/A,1.4,0.36,N/A,0.93
